"Majority protein IDs"	"Protein names"	"Gene names"	"Intensity q2_tcell_notact_004"	"Intensity q2_tcell_notact_007"	"Intensity q2_tcell_notact_008"	"Intensity q2_tcell_notact_009"	"Intensity q2_tcell_notact_010"	"Intensity q2_tcell_notact_011"	"Intensity q2_tcell_notact_014"	"Intensity q3_tcell_act12h_018"	"Intensity q3_tcell_act12h_019"	"Intensity q3_tcell_act12h_020"	"Intensity q3_tcell_act24h_023"	"Intensity q3_tcell_act48h_026"	"Intensity q3_tcell_act48h_027"	"Intensity q3_tcell_act72h_028"	"Intensity q3_tcell_act72h_029"	"Intensity q3_tcell_act72h_030"	"Intensity q3_tcell_act96h_032"	"Intensity q3_tcell_act96h_034"	Reverse	"Potential contaminant"
Q9H967;C9JE56	"WD repeat-containing protein 76"	WDR76	23.9868	23.4598	23.0703	24.0212	24.6974	20.226	20.3081	22.2154	NA	22.8939	23.8744	27.5973	27.3694	26.7112	26.7688	26.0578	26.7591	26.9203		
Q562E7;Q562E7-4;Q562E7-3;Q562E7-6;Q562E7-5;Q562E7-2;E9PDG3;B7Z6V3;C9JCF9;K7ELV8;C9JD20;I3L3U7;I3L1G2	"WD repeat-containing protein 81"	WDR81	27.8003	26.9823	28.1208	26.5918	28.3504	27.4431	27.2858	27.0793	26.6091	26.6406	26.1746	26.7004	24.5476	23.8011	25.4634	25.5833	25.4617	24.927		
Q6UXN9;C9JBU3;C9J355	"WD repeat-containing protein 82"	WDR82	28.9762	29.4229	29.0617	29.8416	29.7729	30.065	29.073	29.068	29.6706	29.1576	28.8095	28.1966	28.5397	28.5397	28.4813	28.3972	28.9788	28.9348		
Q6ZQQ6;Q6ZQQ6-2;E7ESW6	"WD repeat-containing protein 87"	WDR87	25.8759	25.9329	29.3753	21.2789	22.5904	23.6161	24.6731	NA	20.5436	24.857	25.0254	25.1464	25.0838	24.8046	23.3584	23.3817	NA	25.084		
Q96FK6;G3V4B8	"WD repeat-containing protein 89"	WDR89	27.1969	27.1611	27.7148	26.1794	26.9172	26.3777	25.9038	25.6584	26.6502	26.7543	25.9566	24.9629	25.6169	25.8018	25.8709	25.905	24.8334	24.7028		
Q96KV7;F8VUX9;Q96KV7-7;G3V201;Q96KV7-3;Q96KV7-5	"WD repeat-containing protein 90"	WDR90	NA	NA	NA	NA	NA	NA	NA	24.2966	NA	24.1462	25.1026	NA	NA	24.6582	NA	NA	NA	NA		
A4D1P6;C9J1X0;A4D1P6-2;A4D1P6-3	"WD repeat-containing protein 91"	WDR91	28.5174	28.2328	27.8697	28.6398	27.7207	27.5823	28.3687	27.4492	27.1539	27.2003	27.2029	26.1776	26.4234	25.7965	25.7404	25.6889	26.0398	26.153		
Q96MX6;Q96MX6-2;Q8ND98;H7C389	"WD repeat-containing protein 92"	WDR92;DKFZp434B156	26.844	26.5022	26.46	26.9439	26.4398	26.5759	26.5289	26.2088	26.4894	26.5056	25.9224	26.1691	26.0869	25.5202	26.0809	25.9629	26.1544	25.9275		
Q9H6R7;Q9H6R7-2;Q9H6R7-3;C9JYC1	"WD repeat-containing protein C2orf44"	C2orf44	NA	22.3111	23.5497	21.9137	22.0603	22.2093	23.1092	23.2261	NA	22.884	23.3774	24.3275	24.7679	24.2528	23.3144	23.8655	23.397	22.785		
Q9NXC5;Q9NXC5-2;C9JAQ1;C9JTV2;C9JUE6	"WD repeat-containing protein mio"	MIOS	27.5538	27.7484	28.2991	27.73	27.9533	27.6579	27.8669	26.97	26.3927	26.6381	26.84	24.6896	24.944	25.9433	26.4415	25.5538	25.9078	26.9829		
Q9P2S5;Q5T0D5;Q5TBW1;J3KTP2	"WD repeat-containing protein WRAP73"	WRAP73;WDR8	NA	NA	22.5253	NA	24.18	23.0079	NA	NA	NA	23.8343	23.4948	23.3431	23.3322	23.4205	23.6211	NA	22.7823	NA		
Q9BRX9;H0YIE8;F8VSE4;G3V221;H7C0S9	"WD repeat domain-containing protein 83"	WDR83	23.6409	22.4758	24.3151	23.8316	23.7961	21.7953	NA	22.6252	22.4231	24.4922	25.4823	22.3952	NA	NA	NA	21.9771	22.0446	NA		
Q9Y4P8-4;Q9Y4P8-2;Q9Y4P8;Q9Y4P8-6;Q9Y4P8-3;Q9Y4P8-5	"WD repeat domain phosphoinositide-interacting protein 2"	WIPI2	28.004	27.4598	26.9829	27.2314	27.4067	27.6742	27.1971	26.8808	26.6927	26.3523	26.1605	25.887	24.2417	25.0549	24.5896	25.157	25.9549	25.9016		
G8JLI5;Q9Y484;Q9Y484-3;C9JYH8;Q9Y484-2;C9JUS5;C9JBX7;C9J471;H0Y329;C9J0A8;C9JE01;C9JVT3;H7C5B4;H7C4N7	"WD repeat domain phosphoinositide-interacting protein 4"	WDR45	22.6005	24.4746	23.9684	25.0083	22.5727	24.5083	24.8577	23.3215	24.7199	24.0127	23.6584	23.932	23.4712	23.2758	23.1048	23.1433	23.8451	24.8062		
Q8N9V3;Q8N9V3-2;B8ZZF2	"WD repeat, SAM and U-box domain-containing protein 1"	WDSUB1	24.568	23.7814	24.12	24.4187	25.0803	24.0241	24.4212	NA	23.692	25.153	22.27	NA	21.7111	22.8696	NA	22.7884	22.7189	NA		
P30291;P30291-2;E9PRU3;E9PQ51;H0YEJ2;E9PRI3	"Wee1-like protein kinase"	WEE1	23.5028	25.9	24.9276	25.7541	23.1148	22.7162	NA	22.3188	26.8582	NA	24.0098	NA	22.8821	24.7091	NA	22.558	NA	NA		
Q14191	"Werner syndrome ATP-dependent helicase"	WRN	23.3471	24.4842	24.7228	22.0735	22.8511	23.6193	22.7287	24.6458	24.4677	24.4715	22.0438	24.3224	24.3928	23.6322	24.9174	23.3231	22.3746	23.8062		
Q96I51;F5H6C7;F5GX55;C9JWG9	"Williams-Beuren syndrome chromosomal region 16 protein"	WBSCR16	26.5312	26.3203	24.8363	23.3054	25.7533	25.7844	24.7248	24.979	24.8189	NA	23.2624	25.3846	25.7103	26.5188	26.1311	26.613	26.1913	26.355		
Q7Z5K2;Q7Z5K2-2;Q7Z5K2-3;Q8WVX6	"Wings apart-like protein homolog"	WAPAL	28.8398	28.5003	27.5524	28.4767	28.485	28.5073	28.3914	27.2995	27.284	27.7895	27.4147	27.3707	27.8008	27.682	27.8608	27.585	27.4679	27.3299		
P42768;C9J3B7	"Wiskott-Aldrich syndrome protein"	WAS	30.6845	30.0996	30.1465	30.218	30.3615	30.204	30.5286	30.142	30.364	30.2837	30.0514	29.3465	29.3525	29.9382	29.8929	29.8483	30.5056	30.8129		
Q9Y6W5;Q9Y6W5-2	"Wiskott-Aldrich syndrome protein family member 2"	WASF2	28.6665	28.7433	28.3342	28.752	28.196	28.8335	27.7286	27.8787	27.2331	27.734	27.25	27.035	26.9976	27.3289	27.4672	27.2904	27.5827	27.848		
F5H721;Q9Y2W2;F5H5G4;F5GXS9	"WW domain-binding protein 11"	WBP11	28.5162	28.8077	29.1031	27.928	28.5335	28.971	29.3651	29.0584	28.8899	28.9709	29.2841	28.8131	29.0031	28.7901	28.6761	28.9718	28.8309	28.9978		
A6NG10;K7EMC9;Q969T9;B4DFG2;K7EIJ0;K7ENL2;K7EIN1;K7ESN4;K7EIK1	"WW domain-binding protein 2"	WBP2	27.1173	27.7113	27.069	27.5859	27.3875	26.5896	28.3198	27.3666	27.7776	27.5445	26.5685	26.9307	26.8724	27.0684	26.6697	26.7656	26.4547	27.6174		
B7Z4M2;O75554	"WW domain-binding protein 4"	WBP4	24.8424	26.9851	24.5765	NA	25.3602	25.6623	NA	24.2425	22.7523	24.4085	24.4603	25.2352	25.1774	25.4809	25.4482	25.0082	22.7066	25.3925		
Q9BTA9;Q9BTA9-2;Q9BTA9-3;J3QT76;J3QTA0;C9JD58;C9JVK6	"WW domain-containing adapter protein with coiled-coil"	WAC	27.921	27.5251	26.9599	27.3993	27.4991	27.0269	27.092	26.5561	26.3565	26.3824	26.4973	26.9479	26.852	26.7695	26.6915	26.7532	27.0038	26.898		
Q9NQW7-3;G8JLB2;Q9NQW7;Q9NQW7-2;Q5T6H7;Q5T6H2;Q5T6H3	"Xaa-Pro aminopeptidase 1"	XPNPEP1	28.0886	28.3154	28.1859	28.2203	28.7466	28.7588	28.6029	28.0096	28.3689	28.3089	28.3696	28.8667	29.0139	29.3143	29.245	29.3023	29.0572	29.443		
P12955;P12955-3;P12955-2;K7ES25;K7ELK4;K7EQ51;K7ENZ8;K7ELD1	"Xaa-Pro dipeptidase"	PEPD	28.4485	29.3897	29.4575	28.3969	28.6461	28.6467	28.8034	28.9886	28.3282	29.1682	28.9026	28.4934	28.6693	28.5242	28.2792	28.658	28.4279	28.5189		
Q6GPH4;Q6GPH4-7;C9K044;Q6GPH4-2;I3L3D9;Q6GPH4-3;C9J7Z8;Q6GPH4-5;Q6GPH4-4;I3L509;Q6GPH4-6;I3L3Q2;I3L2B3;I3L534;I3L3B3	"XIAP-associated factor 1"	XAF1	NA	24.1565	NA	22.3631	NA	23.4057	22.8105	NA	NA	22.4133	NA	NA	NA	NA	NA	NA	NA	NA		
Q702N8;Q702N8-2;Q702N8-3	"Xin actin-binding repeat-containing protein 1"	XIRP1	NA	NA	26.9338	23.2598	19.4902	NA	28.5529	28.0641	26.1373	21.6193	26.1367	25.2688	26.5558	21.9795	23.7229	25.4535	NA	24.7664		
P13010;H7C0H9	"X-ray repair cross-complementing protein 5"	XRCC5	33.1653	33.7745	33.1136	33.1136	33.3188	33.4269	33.05	33.4553	33.696	33.5158	33.405	33.3088	33.0643	33.0698	32.9823	32.9986	33.0652	33.2143		
P12956;B1AHC9;B1AHC8;F5H1I8	"X-ray repair cross-complementing protein 6"	XRCC6	33.288	33.7316	33.4524	33.7084	33.647	33.8086	32.5152	33.3402	32.9043	33.2879	33.2586	32.8261	33.0844	33.1963	33.3332	33.2685	33.0507	33.2076		
Q9H1B5;Q9H1B5-2;B4DT06	"Xylosyltransferase 2"	XYLT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8052	21.4169	22.0227	22.6426	22.9127	NA	22.0142		
Q9ULM3;H0Y6M6	"YEATS domain-containing protein 2"	YEATS2	21.9593	NA	23.5342	22.5848	22.0405	NA	25.1457	21.4594	NA	22.67	NA	24.2681	23.8471	NA	NA	NA	NA	NA		
O95619;F8W0J4;F8W1B9;F8VTR4	"YEATS domain-containing protein 4"	YEATS4	27.6988	27.6388	26.6439	26.9091	26.9196	27.4447	27.2289	26.1149	26.5842	26.4345	25.9092	26.7596	26.4906	25.5338	25.8211	25.8603	26.3771	24.9058		
P49750-4;P49750;P49750-3;H0YIQ2;F8VU51;H0YI23	"YLP motif-containing protein 1"	YLPM1	29.3279	29.2113	29.1782	29.6964	29.6032	29.3645	29.3877	28.442	28.8513	28.6565	28.793	28.4916	28.2293	28.4655	28.1941	28.3086	28.6805	28.5526		
Q86U90	"YrdC domain-containing protein, mitochondrial"	YRDC	NA	22.8728	23.2795	24.029	24.1674	23.7353	23.7011	27.689	24.2968	26.3503	28.3531	28.141	28.497	27.1952	27.035	27.0024	26.1363	26.6278		
Q9BYJ9;F8W840;Q9BYJ9-2;Q5JXC6	"YTH domain family protein 1"	YTHDF1	25.6364	26.4615	26.5181	25.819	25.4666	25.7465	27.2548	25.276	24.5851	25.835	26.1454	26.0984	25.8516	24.7702	25.9898	25.7372	25.653	25.6606		
Q9Y5A9;Q9Y5A9-2	"YTH domain family protein 2"	YTHDF2	28.2358	27.7975	28.2463	28.568	27.2893	27.9067	28.0929	28.7566	28.4724	28.2803	29.6317	29.2755	29.2277	28.4665	28.7856	28.6192	28.9671	28.826		
Q7Z739	"YTH domain family protein 3"	YTHDF3	25.5451	26.0902	24.9431	26.1512	25.9454	25.9509	25.9638	26.8614	26.2302	26.028	27.0981	26.6147	26.6063	26.0032	26.0077	25.8579	26.1047	26.3605		
Q8IY57;Q8IY57-3;Q8IY57-2;J3KNM5;G3V1X5;F8VRE5;G3V219;Q8IY57-4;G3V212;A6NL56	"YY1-associated factor 2"	YAF2	22.9142	21.9495	23.5534	23.7442	23.5644	NA	24.6676	22.4679	22.6765	22.6381	23.9983	24.031	23.3255	23.5188	23.3468	23.6569	24.1563	23.4063		
H7BY62;Q9H869-3;Q9H869-2;Q5VYZ1;Q9H869-5;Q9H869-6;Q9H869-4;Q9H869;F5H640;B0QZ55;Q9H869-7;A3KFK2;B4DZQ4;A3KFK1;Q68CT8	"YY1-associated protein 1"	YY1AP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.6764	24.0039	22.9026	NA	NA		
Q9H171-4;Q9H171;Q9H171-7;Q9H171-3;Q9H171-2;Q9H171-6;Q9H171-5	"Z-DNA-binding protein 1"	ZBP1	NA	22.4577	NA	24.3905	22.979	NA	NA	NA	NA	NA	NA	22.3361	22.1789	22.1635	22.3714	22.294	NA	22.9029		
P25311;C9JEV0;H7BZJ8	Zinc-alpha-2-glycoprotein	AZGP1	26.0173	26.2989	23.8781	25.456	20.0133	24.5416	22.5145	24.4074	28.5073	22.6553	NA	20.6491	21.9422	NA	21.4162	20.6282	20.9812	22.7554		
Q8N4Q0;B4DZ91;J3KTQ8;J3QQQ7	"Zinc-binding alcohol dehydrogenase domain-containing protein 2"	ZADH2	23.6001	24.3741	NA	26.3022	24.0244	26.1681	24.7862	24.4793	23.6678	24.9226	23.9458	23.1104	22.9371	23.0049	23.9104	24.6957	23.4691	23.6022		
Q9Y2K1;Q9Y2K1-2;G3V2I8;G3V447	"Zinc finger and BTB domain-containing protein 1"	ZBTB1	24.4576	24.1803	24.444	23.458	23.1455	23.5585	22.6931	22.6587	23.4675	NA	23.8006	22.3567	NA	NA	21.7185	NA	NA	NA		
O95625;C9J2L2	"Zinc finger and BTB domain-containing protein 11"	ZBTB11	26.4644	26.5084	26.4803	27.5279	26.9997	26.1848	27.5362	26.2867	26.3456	25.1878	25.7962	25.326	25.7279	24.8054	24.7496	NA	26.4609	24.0851		
Q13105;Q13105-2;Q13105-3;E7EPQ4;H7C1K8;H0Y6X2	"Zinc finger and BTB domain-containing protein 17"	ZBTB17	24.0024	25.1907	22.0327	25.5522	24.7252	24.2826	24.3655	22.1201	23.4389	NA	23.0213	22.0089	22.6613	22.1214	21.6339	21.7307	22.6283	21.6669		
Q8N680	"Zinc finger and BTB domain-containing protein 2"	ZBTB2	25.9998	25.8222	24.468	26.4548	NA	23.1553	25.7483	24.9772	24.2104	23.1435	24.7527	25.3984	24.2068	23.9982	NA	22.3889	NA	24.4876		
P24278;G3V351;G3V2K3	"Zinc finger and BTB domain-containing protein 25"	ZBTB25	23.483	22.6309	NA	22.5122	NA	NA	23.2066	NA	NA	NA	24.1594	NA	24.6449	NA	23.9097	24.3188	19.9281	24.6348		
Q9P1Z0	"Zinc finger and BTB domain-containing protein 4"	ZBTB4	25.2245	25.3251	NA	25.3647	24.8163	25.1205	25.841	23.2082	24.213	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Q9NUA8;F8WAI8;B1AKC8;Q9NUA8-2	"Zinc finger and BTB domain-containing protein 40"	ZBTB40	NA	23.4826	24.7162	NA	23.3823	23.721	NA	21.5758	NA	22.1757	22.2353	23.1731	22.8758	22.3543	NA	NA	NA	22.1478		
Q5JU97;O43298	"Zinc finger and BTB domain-containing protein 43"	ZBTB43	NA	NA	NA	NA	22.7406	23.0637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
O95365	"Zinc finger and BTB domain-containing protein 7A"	ZBTB7A	25.1957	25.1829	24.767	24.74	24.7413	24.9867	26.5379	25.927	24.6811	24.8207	26.2221	25.5646	24.7486	24.8617	24.78	25.3095	25.9502	24.9529		
O15156;O15156-2	"Zinc finger and BTB domain-containing protein 7B"	ZBTB7B	26.4982	24.9033	24.7734	26.2141	24.8002	24.5362	27.0203	24.7864	25.7037	25.8169	25.5151	25.593	25.5219	25.4344	25.1223	25.3144	25.8231	25.1227		
Q96C00	"Zinc finger and BTB domain-containing protein 9"	ZBTB9	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2401	NA	NA	NA	22.2522	22.3866	NA	22.7315	NA		
O96006;C9JXP4	"Zinc finger BED domain-containing protein 1"	ZBED1	26.2063	25.6575	24.3381	25.0563	24.8115	NA	23.8988	24.6435	24.3054	24.9978	25.0168	25.1365	25.6256	25.7193	25.0347	25.185	25.0114	25.4072		
Q9BTP6	"Zinc finger BED domain-containing protein 2"	ZBED2	21.387	NA	NA	NA	NA	NA	NA	NA	NA	20.6297	NA	20.882	23.0587	NA	NA	NA	NA	20.8095		
O75132	"Zinc finger BED domain-containing protein 4"	ZBED4	NA	23.4676	NA	25.5595	26.0266	23.451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
O60293;O60293-2;O60293-4;G3V1X1	"Zinc finger C3H1 domain-containing protein"	ZFC3H1	23.1522	24.9152	24.5447	24.898	23.9044	22.5115	24.9224	25.1913	23.6993	25.1668	23.777	22.5252	24.0777	24.8055	23.8373	23.6926	24.7712	24.1356		
O75152;E9PQ61;E9PBY7;C9J0L0	"Zinc finger CCCH domain-containing protein 11A"	ZC3H11A	29.4335	29.4186	29.3567	29.3338	29.065	28.6006	29.6279	28.9008	29.1319	28.8458	29.0202	28.8392	28.774	28.6862	28.5588	28.5822	28.724	28.6966		
Q5T200;Q5T200-2;F8W781;Q5T9K0	"Zinc finger CCCH domain-containing protein 13"	ZC3H13	28.1221	27.6915	25.6922	27.5899	27.9707	27.7004	28.1681	27.0826	27.3183	27.2395	27.1166	27.0035	27.1773	27.309	26.6757	26.0157	26.799	26.6202		
Q6PJT7-5;Q6PJT7	"Zinc finger CCCH domain-containing protein 14"	ZC3H14	27.1081	28.4338	27.7011	27.986	28.5322	28.1984	28.6659	27.6213	27.9867	27.5774	28.2316	28.2493	28.2852	27.973	27.6885	27.5858	28.0558	28.0021		
Q8WU90;B4DMW2;F8WB26;F8WF67	"Zinc finger CCCH domain-containing protein 15"	ZC3H15	28.2009	28.4106	28.1683	28.5877	28.3634	28.3755	28.5746	28.3418	28.2096	28.619	28.3007	29.1932	28.749	28.7838	28.7689	29.0152	28.6309	28.7895		
E7ERS3;Q86VM9;Q86VM9-2;H3BRH3;H3BP01;H3BPD0;H3BRN6	"Zinc finger CCCH domain-containing protein 18"	ZC3H18	28.2969	26.7745	27.9611	28.4076	28.1902	27.6564	28.7157	27.4778	27.4123	27.361	27.8963	28.2511	27.8082	27.4741	27.5426	27.4727	27.5815	27.5163		
Q8IXZ2	"Zinc finger CCCH domain-containing protein 3"	ZC3H3	22.6376	NA	NA	NA	23.3309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4444		
Q9UPT8;M0QY97	"Zinc finger CCCH domain-containing protein 4"	ZC3H4	29.2119	28.9735	29.2022	29.4514	29.3396	29.332	29.7194	28.0552	28.2549	28.3405	28.2921	28.1461	28.1222	28.5451	28.3348	28.2379	28.7918	28.9244		
P61129	"Zinc finger CCCH domain-containing protein 6"	ZC3H6	24.2892	24.0275	26.572	24.3642	25.2098	22.5443	28.2141	20.4446	21.5786	25.785	26.9863	NA	NA	NA	25.8759	25.8954	27.0642	26.5997		
Q8IWR0;I3L2K5;I3L2N8;I3L323;Q8IWR0-2;I3L382;I3L3S2;I3L3F9;I3L1Y3;I3L282	"Zinc finger CCCH domain-containing protein 7A"	ZC3H7A	26.8023	26.299	26.2284	23.8286	24.7846	23.8875	24.1592	25.7419	25.9238	26.4592	26.8513	26.8746	26.5474	27.0639	26.6828	26.7162	27.1117	26.3635		
Q9UGR2-2;Q9UGR2	"Zinc finger CCCH domain-containing protein 7B"	ZC3H7B	24.6744	26.8207	24.3177	25.4243	25.2266	25.4207	22.5588	26.556	25.3228	26.5443	27.1491	26.4752	26.2466	26.6967	26.1497	25.5769	25.5628	26.2484		
Q8N5P1	"Zinc finger CCCH domain-containing protein 8"	ZC3H8	25.1414	NA	23.3605	23.7935	24.2122	22.63	25.9704	24.1384	24.7812	24.1615	25.1327	25.7608	26.1287	24.5094	24.4507	24.5052	23.9018	24.0285		
Q7Z2W4;Q7Z2W4-2	"Zinc finger CCCH-type antiviral protein 1"	ZC3HAV1	25.2692	26.3724	26.2268	26.5376	25.3721	25.4881	25.3134	25.5949	24.3629	25.4729	25.4079	25.6808	25.5077	25.7166	25.2012	25.4371	25.3552	25.6949		
Q96H79;Q96H79-2	"Zinc finger CCCH-type antiviral protein 1-like"	ZC3HAV1L	NA	NA	23.5947	23.1964	NA	24.37	24.7307	NA	NA	NA	NA	24.8974	24.9637	24.4577	24.3115	24.5325	24.9109	25.4527		
Q8N5A5-2;Q8N5A5-3;Q8N5A5	"Zinc finger CCCH-type with G patch domain-containing protein"	ZGPAT	27.5053	26.9398	26.757	27.7858	27.5551	26.6574	26.804	27.0409	26.43	26.6349	27.0658	25.8466	26.3715	26.2103	26.1399	26.094	26.3704	24.6022		
Q8TBK6-2;B3KVL5;Q8TBK6	"Zinc finger CCHC domain-containing protein 10"	ZCCHC10	23.0617	24.3535	23.6929	23.9213	NA	23.9203	23.5537	22.3087	NA	23.1075	NA	23.4094	23.1352	22.9255	NA	NA	NA	22.0606		
Q9NUD5	"Zinc finger CCHC domain-containing protein 3"	ZCCHC3	NA	NA	21.9846	NA	NA	NA	NA	23.357	21.146	21.8608	24.1079	24.237	23.9187	23.0107	22.0642	23.3861	21.9928	22.9775		
Q9H5U6-3;Q9H5U6;Q9H5U6-2;H0Y8V8	"Zinc finger CCHC domain-containing protein 4"	ZCCHC4	NA	22.4351	NA	21.9697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Q8N3Z6;B4E024;Q8N3Z6-2	"Zinc finger CCHC domain-containing protein 7"	ZCCHC7	NA	NA	NA	NA	NA	NA	NA	23.2382	NA	22.0505	NA	NA	NA	21.9058	24.6537	24.2275	20.5359	NA		
Q6NZY4;Q6NZY4-2;F5H6J5;F5GX80;F5GXQ6;F5H803;F5GYI9	"Zinc finger CCHC domain-containing protein 8"	ZCCHC8	28.5424	28.4737	27.929	28.9725	28.8568	29.0166	28.7072	27.8101	27.497	27.7023	27.821	27.5587	27.6183	27.9519	27.6895	27.4805	27.7434	27.7425		
Q8N567	"Zinc finger CCHC domain-containing protein 9"	ZCCHC9	NA	NA	NA	NA	NA	NA	24.4248	22.8811	23.3645	22.2934	NA	23.5427	NA	20.9298	NA	24.0856	NA	NA		
Q8TBF4;G3V1V1;F8VXY6	"Zinc finger CCHC-type and RNA-binding motif-containing protein 1"	ZCRB1	23.8443	23.1638	22.9377	NA	NA	23.6428	NA	22.9426	NA	23.6792	20.2392	23.1977	24.7394	23.9309	25.3921	23.7577	24.3054	24.0239		
G3V1R3;F5H4I8;Q5VZ84;E9PCM7;P37275;P37275-2;H0YME0;H0YKM9;H0YMD3;H0YK86;H0YND9	"Zinc finger E-box-binding homeobox 1"	ZEB1	NA	NA	27.9711	NA	NA	NA	NA	NA	22.6448	23.0322	24.5141	25.9521	25.7991	25.3989	25.24	25.1809	25.7273	25.1881		
J3KNL9;Q9HBF4;G3V5N8;Q9HBF4-2	"Zinc finger FYVE domain-containing protein 1"	ZFYVE1	NA	NA	NA	NA	NA	NA	NA	22.5865	22.9945	22.8527	NA	21.5708	20.786	21.7841	22.1084	NA	22.8719	22.1588		
H3BRF9;Q96K21-2;Q96K21;H3BN64;Q96K21-4;Q96K21-3;H3BRM1;H3BUW6	"Zinc finger FYVE domain-containing protein 19"	ZFYVE19	24.0258	24.5839	24.0633	25.4344	24.6267	25.001	25.3537	23.6023	NA	23.8873	23.928	NA	24.2523	24.6533	23.2304	23.5938	22.2595	24.8909		
Q9BQ24;Q9BQ24-2;G3V5D6;G3V2M2	"Zinc finger FYVE domain-containing protein 21"	ZFYVE21	NA	NA	NA	NA	23.028	22.8028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Q68DK2;Q68DK2-2;G3V2D8;Q68DK2-4;G3V230	"Zinc finger FYVE domain-containing protein 26"	ZFYVE26	25.8366	NA	23.718	23.6001	NA	NA	24.4536	NA	26.4502	25.4359	24.6433	24.4043	24.2089	NA	NA	NA	NA	24.578		
Q9UHR6;E9PQB8	"Zinc finger HIT domain-containing protein 2"	ZNHIT2	NA	NA	22.312	25.1628	22.251	22.8408	22.2585	21.929	21.894	25.0267	25.6354	26.1601	26.1077	23.0797	24.8283	24.0824	25.2982	23.6676		
Q15649;K7EQH8;K7EQP1;K7EQM3	"Zinc finger HIT domain-containing protein 3"	ZNHIT3	24.3784	24.5221	NA	23.2217	24.2942	23.8239	NA	24.4822	23.113	24.8581	23.5139	25.7546	25.1123	23.9865	23.6305	23.9861	23.5595	NA		
Q96NC0	"Zinc finger matrin-type protein 2"	ZMAT2	25.5868	25.9183	26.6316	26.4805	28.1119	27.9025	25.2623	26.3146	26.5002	26.1676	26.6234	25.4269	25.9187	25.5798	25.881	25.6917	25.4574	25.6155		
Q9UDW3	"Zinc finger matrin-type protein 5"	ZMAT5	NA	NA	NA	NA	23.3516	NA	23.2305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Q8NF64-3;E7EWM3;Q8NF64-2;Q8NF64	"Zinc finger MIZ domain-containing protein 2"	ZMIZ2	24.6723	22.1525	23.6536	24.3915	23.1314	NA	NA	24.7664	26.0669	25.1788	23.5897	24.6165	24.5942	24.4074	24.555	24.704	23.6759	24.607		
Q5SVZ6;Q5SW02;Q5SVZ7	"Zinc finger MYM-type protein 1"	ZMYM1	NA	22.5092	NA	22.1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
"Q9UBW7;Q5W0Intenstiy q3;B4DZH0;Q9UBW7-2"	"Zinc finger MYM-type protein 2"	ZMYM2	26.4998	26.6759	26.2944	27.194	26.5941	25.6657	26.5271	25.6061	25.0605	25.4008	25.8663	25.6584	24.8127	25.3263	24.7966	25.0023	25.2188	25.5707		
Q14202-2;Q14202;A6NHB5;A6NHN7;Q14202-3;A6NL54;A6NC58	"Zinc finger MYM-type protein 3"	ZMYM3	25.7653	25.897	26.1301	25.4935	26.8446	26.2274	26.8946	25.2142	25.6306	25.6892	24.4817	24.9476	24.8967	24.4932	25.2604	24.7111	25.509	24.8343		
Q5VZL5-4;Q5VZL5;Q5VZL5-2;Q5VZL5-3;H7C1I7	"Zinc finger MYM-type protein 4"	ZMYM4	22.9036	21.982	NA	25.0699	23.8186	22.759	NA	23.9658	24.9643	22.3921	NA	20.9351	22.5113	NA	NA	24.2989	24.1929	NA		
H0YH25;Q9UJ78;Q9UJ78-5;Q9UJ78-1;Q9UJ78-2;Q9UJ78-3	"Zinc finger MYM-type protein 5"	ZMYM5	NA	NA	22.2996	NA	NA	NA	22.3211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
F6UH50;Q15326-3;Q15326;Q5VUI0;J3QKD2;Q15326-4;Q15326-2;E7ENI9;Q5BJG6;B0QZE2;F5H449;Q15326-5;B7Z3Z1;E7EV75;E9PE09	"Zinc finger MYND domain-containing protein 11"	ZMYND11	26.4104	24.3549	26.9653	25.8125	26.1713	27.2441	27.3061	25.3143	22.7303	25.1982	22.6404	23.8716	23.6982	23.2039	21.206	NA	24.3908	23.5735		
Q8IZC7;Q0VDG9;K7EN16;Q504T0	"Zinc finger protein 101"	ZNF101	NA	21.5238	NA	21.8427	23.4635	23.6677	NA	22.3154	20.769	23.2463	22.7304	NA	NA	21.9706	22.549	21.9316	NA	23.4162		
Q9H2Y7;E9PE29;H3BNX5;H3BS99;H3BRD4;H3BSS6;H3BNJ4	"Zinc finger protein 106 homolog"	ZFP106	23.8423	22.601	NA	23.4777	24.2231	24.4275	25.1491	23.2193	24.178	23.2798	24.9654	24.5565	24.6197	24.5376	24.7254	23.465	24.4203	24.7981		
