"","tsne.x","tsne.y","membership","pert_iname","clinical_phase","moa","target","disease_area","indication"
"rescinnamine",5.5660125673824,11.403602049268,29,NA,NA,NA,NA,NA,NA
"reserpic-acid",6.91120539894962,31.5208984343283,12,NA,NA,NA,NA,NA,NA
"reserpine",-3.18132493272921,6.59086086872251,11,"reserpine","Launched","vesicular monoamine transporter inhibitor","SLC18A1|SLC18A2","cardiology","hypertension"
"resmethrin",10.513168073549,30.236655820061,12,NA,NA,NA,NA,NA,NA
"resorcinol",-26.2914091143424,11.3022413356991,21,"resorcinol","Launched","phosphodiesterase inhibitor","CA12|CA14|CA2|PTGS1","dermatology","acne vulgaris (AV)|eczema|psoriasis|seborrheic dermatitis"
"resveratrol",-17.7629524739472,10.9325690892669,3,"resveratrol","Launched","cytochrome P450 inhibitor|SIRT activator","CSNK2A1|NQO2|PTGS1|PTGS2","",""
"RET",7.56213764161169,-13.8236340103307,26,NA,NA,NA,NA,NA,NA
"retinol",4.78507061126457,19.1733547511087,24,"retinol","Launched","retinoid receptor ligand","ALDH1A1|ALDH1A2|ALDH1A3|DHRS3|DHRS4|LRAT|NR2C2|RBP1|RBP3|RDH11|RDH12|RDH13|RDH14|RDH5|RDH8|RETSAT|RHO|RLBP1|RXRA|RXRB|RXRG","dermatology","cosmetic|acne vulgaris (AV)|keratosis"
"retinyl",4.68850945334618,17.7654927935834,24,NA,NA,NA,NA,NA,NA
"retrorsine",13.6110374702912,22.3322202163363,4,NA,NA,NA,NA,NA,NA
"REV-5901",12.5603293223058,17.6947825418622,7,"REV-5901","Phase 2","leukotriene receptor antagonist|lipoxygenase inhibitor","ALOX5","",""
"reversine",4.47098560484515,9.06463783234371,29,"reversine","Preclinical","Aurora kinase inhibitor","AURKB|INCENP|MAP2K1","",""
"RFC5",12.2165413039148,-25.5292948108532,17,NA,NA,NA,NA,NA,NA
"RFK",-2.03379221618368,-19.8303126336041,10,NA,NA,NA,NA,NA,NA
"RFWD2",16.5379604331335,-13.8638252801853,9,NA,NA,NA,NA,NA,NA
"RFX4",-0.696920700184123,-18.4363591608425,10,NA,NA,NA,NA,NA,NA
"RFX5",-8.55354198120368,-13.8661991041538,28,NA,NA,NA,NA,NA,NA
"RFX6",15.356492224134,-10.3104823737386,6,NA,NA,NA,NA,NA,NA
"RFXANK",-10.1558406693751,-26.9321589362269,20,NA,NA,NA,NA,NA,NA
"RG-108",15.4501473130663,20.0537512430053,4,NA,NA,NA,NA,NA,NA
"RG-13022",22.7017238502265,14.6927639137615,7,NA,NA,NA,NA,NA,NA
"RG-14620",19.0526194616957,15.9017954735869,7,NA,NA,NA,NA,NA,NA
"RGS18",6.32719171012829,-25.5709096416289,16,NA,NA,NA,NA,NA,NA
"RGS4",-5.13077446211783,-18.6243969043166,10,NA,NA,NA,NA,NA,NA
"rhamnetin",11.5200201406296,3.28039583791368,13,NA,NA,NA,NA,NA,NA
"rhapontin",-22.3515988578798,16.866828423963,3,NA,NA,NA,NA,NA,NA
"RHC-80267",19.9826449272044,12.4868095456989,7,"RHC-80267","Preclinical","triacylglycerol lipase inhibitor","DAGLA|DAGLB","",""
"RHEB",13.6117019425932,-20.3335011012623,17,NA,NA,NA,NA,NA,NA
"rhizocarpic-acid",19.5993844771328,16.4779562728455,7,NA,NA,NA,NA,NA,NA
"RHO-kinase-inhibitor-II",22.0200562441526,13.8885109358721,7,NA,NA,NA,NA,NA,NA
"RHO-kinase-inhibitor-III[rockout]",17.0439470823371,8.80525461864864,5,NA,NA,NA,NA,NA,NA
"RHOA",18.046066457674,-9.88417883315348,6,NA,NA,NA,NA,NA,NA
"RHOBTB1",-9.75830538335877,-22.7175217227303,10,NA,NA,NA,NA,NA,NA
"RHOD",-13.5567883832827,-25.598513945204,20,NA,NA,NA,NA,NA,NA
"rhodomyrtoxin",-0.960890658931537,3.75588909123485,11,NA,NA,NA,NA,NA,NA
"rhodomyrtoxin-b",2.07429668926189,0.86935299747063,11,NA,NA,NA,NA,NA,NA
"riboflavin",18.373274043352,15.9954613256365,7,"riboflavin","Launched","vitamin B2","BLVRB|RFK","gastroenterology","jaundice"
"ricinine",19.903505615438,13.781045474952,7,NA,NA,NA,NA,NA,NA
"rifabutin",8.66604562803181,4.22194663525598,14,"rifabutin","Launched","protein synthesis inhibitor","HSP90AA1|HSP90B1","infectious disease","human immunodeficiency virus (HIV-1)"
"rifampicin",-12.3019206701043,18.3495053112527,2,NA,NA,NA,NA,NA,NA
"rilmenidine",-15.2753783325533,7.75968602822607,15,"rilmenidine","Launched","adrenergic receptor agonist|imidazoline receptor agonist","ADRA2A","cardiology","hypertension"
"riluzole",18.9860708195896,13.1163872561115,7,"riluzole","Launched","glutamate inhibitor","KCNK10|KCNK2|KCNK4|KCNN4|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A|SLC7A11","neurology/psychiatry","amyotrophic lateral sclerosis (ALS)"
"rimcazole",6.37947469761118,13.0046215527839,29,"rimcazole","Phase 1","sigma receptor antagonist","SIGMAR1","",""
"rimexolone",19.5283780906878,15.712854867122,7,"rimexolone","Launched","glucocorticoid receptor agonist","NR3C1|SERPINA6","ophthalmology","anterior uveitis"
"RIOK2",-3.68671708907934,-23.3379962728476,10,NA,NA,NA,NA,NA,NA
"RIPK2",0.874281090325659,-23.0679640286937,10,NA,NA,NA,NA,NA,NA
"risperidone",18.0949395528332,14.7262700179177,7,"risperidone","Launched","dopamine receptor antagonist|serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR6|HTR7","neurology/psychiatry","schizophrenia|bipolar disorder|irritability"
"RIT1",17.0276546971094,-16.8118672779886,9,NA,NA,NA,NA,NA,NA
"RITA",7.41868281195036,-1.65405469956551,19,"RITA","Preclinical","MDM inhibitor","MDM2","",""
"ritanserin",7.64980769920386,31.4217272854482,12,"ritanserin","Phase 3","serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7","",""
"ritodrine",16.4475476742003,22.512120076122,4,"ritodrine","Launched","adrenergic receptor agonist","ADRB2","obstetrics/gynecology","premature labor"
"rivaroxaban",4.68160576689437,31.6329580068311,1,"rivaroxaban","Launched","coagulation factor inhibitor","F10","neurology/psychiatry|hematology|cardiology","stroke|systemic embolism|atrial fibrillation (AF)|deep vein thrombosis (DVT)|pulmonary embolism (PE)"
"rizatriptan",17.3556740012109,14.9594389956744,7,"rizatriptan","Launched","serotonin receptor agonist","HTR1A|HTR1B|HTR1D|HTR1E|HTR1F","neurology/psychiatry","migraine headache"
"RK-682",5.99151532540392,27.4526427592115,12,NA,NA,NA,NA,NA,NA
"RLM-2-12",6.5723095062123,2.18434595772708,14,NA,NA,NA,NA,NA,NA
"RNASE4",-3.27224361700934,-18.9842917672922,10,NA,NA,NA,NA,NA,NA
"RNASET2",-16.8881522275032,-19.7906675537662,27,NA,NA,NA,NA,NA,NA
"RND3",-16.633152565468,-13.0502022339006,27,NA,NA,NA,NA,NA,NA
"RNF11",14.2220788071705,-18.6945708781679,9,NA,NA,NA,NA,NA,NA
"RNF138",8.98204512663036,-14.8548942779768,26,NA,NA,NA,NA,NA,NA
"RNF14",7.6135324161363,-13.6978933648782,26,NA,NA,NA,NA,NA,NA
"RNF145",18.6773567692769,-14.0525821854781,9,NA,NA,NA,NA,NA,NA
"RNF166",4.1583339987516,-23.7499800858645,16,NA,NA,NA,NA,NA,NA
"RNF167",10.3127388333959,-22.7649375720559,17,NA,NA,NA,NA,NA,NA
"RNF5",15.3029000218356,-13.6514878911675,9,NA,NA,NA,NA,NA,NA
"RNF7",-11.5967902073041,-25.5103952395395,20,NA,NA,NA,NA,NA,NA
"RNGTT",-9.971839250815,-14.9861119163952,28,NA,NA,NA,NA,NA,NA
"RNH1",19.0112674510346,-8.55164341001373,6,NA,NA,NA,NA,NA,NA
"RNMT",-5.75953008444885,-29.7890752165933,8,NA,NA,NA,NA,NA,NA
"RNPS1",-0.235853290144623,-23.3849780955851,10,NA,NA,NA,NA,NA,NA
"RO-04-5595",8.42009869383357,11.9910907615338,29,NA,NA,NA,NA,NA,NA
"Ro-04-6790",18.0029339676238,23.7624408958218,4,NA,NA,NA,NA,NA,NA
"RO-08-2750",2.08251269499752,-2.274230563886,19,NA,NA,NA,NA,NA,NA
"RO-10-5824",15.3347382268936,0.0874806198319665,13,NA,NA,NA,NA,NA,NA
"RO-15-4513",-20.3442221936156,13.6126889650583,3,NA,NA,NA,NA,NA,NA
"RO-16-6941",19.4106720868441,16.8319522739753,7,NA,NA,NA,NA,NA,NA
"RO-19-4605",4.06516142647964,27.8935588304949,12,NA,NA,NA,NA,NA,NA
"RO-25-6981",21.2827183959601,20.4709211967033,4,NA,NA,NA,NA,NA,NA
"RO-28-1675",-0.504384746423046,1.42897285987163,11,NA,NA,NA,NA,NA,NA
"RO-60-0175",-3.90133638079437,7.23723113256419,11,NA,NA,NA,NA,NA,NA
"RO-90-7501",17.337172118134,17.3764346132699,7,NA,NA,NA,NA,NA,NA
"rofecoxib",-6.62507942963176,11.775909155752,11,"rofecoxib","Withdrawn","cyclooxygenase inhibitor","ELN|PTGS2","",""
"rolipram",19.472840536995,5.24380146045239,5,"rolipram","Phase 3","phosphodiesterase inhibitor","","",""
"rondual-kinase-inhibitor",-24.2305929488026,11.7100443635655,21,NA,NA,NA,NA,NA,NA
"ropinirole",8.31725993507763,31.3208879118058,12,"ropinirole","Launched","dopamine receptor agonist","ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C","neurology/psychiatry","Parkinson's Disease|restless leg syndrome"
"roquinimex",-12.8971275592472,4.33859021352362,15,"roquinimex","Phase 3","angiogenesis inhibitor|tumor necrosis factor production inhibitor","","",""
"RORC",12.9250919308657,-24.4564787818117,17,NA,NA,NA,NA,NA,NA
"roscovitine",15.695513100814,5.61565929472711,5,"roscovitine","Phase 2","CDK inhibitor","CDK2|CDK9","",""
"rosiglitazone",3.05883492169166,3.34367675433857,11,"rosiglitazone","Withdrawn","insulin sensitizer|PPAR receptor agonist","ACSL4|FFAR1|PPARG|TRPC5|TRPM3","",""
"rosmarinic-acid",19.6988205801883,24.5013770150724,4,"rosmarinic-acid","Launched","GABA transaminase inhibitor","MCL1|TYR","",""
"rosuvastatin",5.0531124190499,11.3635804039823,29,"rosuvastatin","Launched","HMGCR inhibitor","HMGCR","endocrinology|cardiology","hyperlipidemia|dyslipidemia|hypertriglyceridemia|hypercholesterolemia|atherosclerosis"
"rotenone",6.62745298173647,-0.506569586601115,14,NA,NA,NA,NA,NA,NA
"rotenonic-acid",-16.0196636868683,1.92408751551127,15,NA,NA,NA,NA,NA,NA
"rottlerin",4.67966499422755,0.126042124496084,14,NA,NA,NA,NA,NA,NA
"RPA2",18.6571147218858,-9.86711327548642,6,NA,NA,NA,NA,NA,NA
"RPF1",-18.4759159074763,-18.9612965451925,27,NA,NA,NA,NA,NA,NA
"RPL22",-6.24224135245518,-26.2196298654508,8,NA,NA,NA,NA,NA,NA
"RPL39L",-5.63673078847771,3.04406070922643,11,NA,NA,NA,NA,NA,NA
"RPN1",14.989468012025,-8.68685148264721,6,NA,NA,NA,NA,NA,NA
"RPN2",12.2511731100836,-25.2112932737465,17,NA,NA,NA,NA,NA,NA
"RPS10",-3.97214970734098,-22.2459374482941,10,NA,NA,NA,NA,NA,NA
"RPS13",-2.51325370950431,-23.2494308549851,10,NA,NA,NA,NA,NA,NA
"RPS14",-8.28985584088576,-15.6139460013151,28,NA,NA,NA,NA,NA,NA
"RPS15A",-8.24475766860763,-15.4808757092482,28,NA,NA,NA,NA,NA,NA
"RPS16",6.80696050050961,-13.4554041511144,26,NA,NA,NA,NA,NA,NA
"RPS19",-5.53057994360678,-25.943578170785,8,NA,NA,NA,NA,NA,NA
"RPS27A",-2.5372987701487,-23.0904874433381,10,NA,NA,NA,NA,NA,NA
"RPS3",16.9913391742374,-15.139126960742,9,NA,NA,NA,NA,NA,NA
"RPS3A",18.1543977611844,-16.5505983147983,9,NA,NA,NA,NA,NA,NA
"RPS6",11.1895169821475,-13.524298102999,26,NA,NA,NA,NA,NA,NA
"RPS6KA1",-9.81355332126281,-12.5295252787586,28,NA,NA,NA,NA,NA,NA
"RPS6KA3",-10.3109744774289,-11.7686733013359,28,NA,NA,NA,NA,NA,NA
"RPS6KA4",-2.95492311813984,-30.5620283447363,8,NA,NA,NA,NA,NA,NA
"RPS6KA5",13.1460445664601,-25.0835324966258,17,NA,NA,NA,NA,NA,NA
"RPS6KB1",-13.9278885569609,-8.71806439975121,27,NA,NA,NA,NA,NA,NA
"RPS6KB2",-9.41266550661687,-20.1434806164861,10,NA,NA,NA,NA,NA,NA
"RPS6KL1",10.9276556685188,-24.8160420135935,17,NA,NA,NA,NA,NA,NA
"RRAGA",-14.9297766824688,-24.7166907123178,20,NA,NA,NA,NA,NA,NA
"RRAGC",15.9173993300602,-16.0429878800661,9,NA,NA,NA,NA,NA,NA
"RRM1",7.72985007595601,-11.9441048363458,26,NA,NA,NA,NA,NA,NA
"RRP8",-2.68707646813139,-26.9580448070416,8,NA,NA,NA,NA,NA,NA
"RRS1",-5.75194779610638,-25.3630262740587,8,NA,NA,NA,NA,NA,NA
"RS-100329",14.9054762882906,22.4445678806689,4,"RS-100329","Preclinical","adrenergic receptor antagonist","ADRA1A|ADRA1D","",""
"RS-102221",4.63356716127989,28.4974013378238,12,"RS-102221","Preclinical","serotonin receptor antagonist","HTR2A|HTR2B|HTR2C","",""
"RS-102895",-0.581949753940341,4.57629674165263,11,"RS-102895","Preclinical","CCR antagonist","CCR2","",""
"RS-16566",8.89020003266696,30.066712091636,12,"RS-16566","Preclinical","serotonin receptor antagonist","","",""
"RS-17053",6.77219338312421,4.25731781318422,14,"RS-17053","Preclinical","adrenergic receptor antagonist","ADRA1A|ADRA1D","",""
"RS-23597-190",-3.24434974456667,6.14931262044343,11,"RS-23597-190","Preclinical","serotonin receptor antagonist","HTR4","",""
"RS-39604",13.5539241760014,15.2593273899865,7,"RS-39604","Preclinical","serotonin receptor antagonist","HTR4","",""
"RS-45041-190",-26.6447108911713,9.27557334909226,21,"RS-45041-190","Preclinical","imidazoline receptor agonist","","",""
"RS-504393",7.56584812452924,11.6917832025497,29,"RS-504393","Preclinical","CC chemokine receptor antagonist","CCL2|CCR2","",""
"RS-56812",8.5054458073475,24.1007533868901,12,"RS-56812","Preclinical","serotonin receptor partial agonist","HTR3A","",""
"RS-67333",7.43020878127721,14.4711288717965,29,"RS-67333","Preclinical","serotonin receptor partial agonist","HTR4","",""
"RS-67506",-11.7076975699421,15.143876941095,2,"RS-67506","Preclinical","serotonin receptor partial agonist","HTR4","",""
"RS-79948",-9.54680836986393,7.5906214214975,11,"RS-79948","Preclinical","adrenergic receptor antagonist","ADRA2A","",""
"RS-I-002-6",2.2205405356367,-6.13818405106014,19,NA,NA,NA,NA,NA,NA
"RSPH1",-5.59396320516738,-22.166300621015,10,NA,NA,NA,NA,NA,NA
"RSU1",-22.2514865438251,11.3775269856338,3,NA,NA,NA,NA,NA,NA
"RTCD1",18.7280048765813,-6.62680603265276,6,NA,NA,NA,NA,NA,NA
"RU-24969",18.4223812054398,23.2715769551427,4,"RU-24969","Phase 1","serotonin receptor agonist","HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR6","",""
"RU-28318",2.61134344019753,-11.8065064543948,18,"RU-28318","Phase 2","cytochrome P450 inhibitor","NR3C2","",""
"rucaparib",-2.05137310582101,-11.2390771434091,18,"rucaparib","Phase 3","PARP inhibitor","PARP1|PARP2","",""
"RUFY1",-5.63140966991638,-15.3226983343511,28,NA,NA,NA,NA,NA,NA
"rutin",19.9159876431485,6.35577970821579,5,"rutin","Launched","antioxidant|capillary stabilizing agent|nitric oxide scavenger","AKR1C3","rheumatology|otolaryngology|gastroenterology|neurology/psychiatry|allergy","joint pain|nasal congestion|constipation|irritability|allergic rhinitis"
"RUVBL1",17.3875922752848,-12.6057477605104,9,NA,NA,NA,NA,NA,NA
"RUVBL2",16.9892045080215,-15.670870129179,9,NA,NA,NA,NA,NA,NA
"ruxolitinib",-17.0840734023433,-12.6008254674329,27,"ruxolitinib","Launched","JAK inhibitor","JAK1|JAK2|JAK3|TYK2","hematologic malignancy|hematology","myelofibrosis|polycythemia vera"
"RWJ-21757",-25.2706053324556,7.1548801333387,21,"RWJ-21757","Phase 1","toll-like receptor agonist","TLR7","",""
"RX-821002",8.73210404598588,24.0399402956164,12,"RX-821002","Preclinical","adrenergic receptor antagonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C","",""
"RXFP1",3.60623233090733,-22.2266845875327,16,NA,NA,NA,NA,NA,NA
"RXFP4",15.1490270771791,-7.79048135647301,6,NA,NA,NA,NA,NA,NA
"RXRG",6.80564248787602,-25.7660507738849,16,NA,NA,NA,NA,NA,NA
"ryanodine",-27.7701164351689,7.47801513047434,21,NA,NA,NA,NA,NA,NA
"RYBP",4.84291992808173,-20.261977122514,16,NA,NA,NA,NA,NA,NA
"ryuvidine",7.77168484027215,-2.94331753104561,19,"ryuvidine","Preclinical","histone lysine methyltransferase inhibitor","CDK2|CDK4","",""
"S-14506",7.33652373321741,19.5075176607949,24,"S-14506","Preclinical","serotonin receptor agonist","HTR1A","",""
"S-206352",7.98919797330481,22.0312955237703,24,NA,NA,NA,NA,NA,NA
"S100A1",-21.5961484036817,-9.26159713561116,22,NA,NA,NA,NA,NA,NA
"S100A11",15.7982365004387,-12.0692329734837,6,NA,NA,NA,NA,NA,NA
"S100A13",-2.79257752128057,-30.4598294225147,8,NA,NA,NA,NA,NA,NA
"S100A6",-11.874474982663,-11.6812307066857,27,NA,NA,NA,NA,NA,NA
"S100B",5.38014629236189,-25.4047686530838,16,NA,NA,NA,NA,NA,NA
"S100P",13.8690329508687,-23.9752076735295,17,NA,NA,NA,NA,NA,NA
"S1PR3",-6.45834944516784,-23.6229445405378,10,NA,NA,NA,NA,NA,NA
"SA-1017940",2.80342413486853,15.3109749400607,24,NA,NA,NA,NA,NA,NA
"SA-102096",8.65624270138371,5.37704451745765,14,NA,NA,NA,NA,NA,NA
"SA-103006",2.55091139598421,29.3818032642492,1,NA,NA,NA,NA,NA,NA
"SA-103123",2.92181097058181,27.6475254639306,1,NA,NA,NA,NA,NA,NA
"SA-1447005",2.20364830019103,-5.04823092063232,19,NA,NA,NA,NA,NA,NA
"SA-1455791",15.9799385843208,-2.7472713099247,13,NA,NA,NA,NA,NA,NA
"SA-1456039",-10.0664402227853,-0.877777029636808,15,NA,NA,NA,NA,NA,NA
"SA-1456195",8.59291967581836,24.7591267895662,12,NA,NA,NA,NA,NA,NA
"SA-1456443",-14.6225623318623,1.60118131184993,15,NA,NA,NA,NA,NA,NA
"SA-1456456",10.1582702930528,23.3349405762561,4,NA,NA,NA,NA,NA,NA
"SA-1456508",12.0315632150185,23.8693588678704,4,NA,NA,NA,NA,NA,NA
"SA-1456570",2.37906026060008,4.48870811152557,11,NA,NA,NA,NA,NA,NA
"SA-1456751",10.0967207343676,25.1069433735617,4,NA,NA,NA,NA,NA,NA
"SA-1457187",16.7603499867314,1.92453233990518,13,NA,NA,NA,NA,NA,NA
"SA-1457305",7.53842988912087,24.9580923550408,12,NA,NA,NA,NA,NA,NA
"SA-1457336",6.86372741614375,25.553914648935,12,NA,NA,NA,NA,NA,NA
"SA-1457472",9.40727600891751,24.1499258771115,12,NA,NA,NA,NA,NA,NA
"SA-1457769",2.31919340528616,4.68961924513215,11,NA,NA,NA,NA,NA,NA
"SA-1457945",18.7399727709647,14.0219991717826,7,NA,NA,NA,NA,NA,NA
"SA-1458189",8.19540079975205,1.36912227969154,14,NA,NA,NA,NA,NA,NA
"SA-1458306",8.60764765687916,20.8658478921217,24,NA,NA,NA,NA,NA,NA
"SA-1458450",6.34709173559946,18.3831982670233,24,NA,NA,NA,NA,NA,NA
"SA-1458487",7.81041519294716,1.48889810604144,14,NA,NA,NA,NA,NA,NA
"SA-1458689",-15.171761114018,4.98582578660251,15,NA,NA,NA,NA,NA,NA
"SA-1458985",0.0689713490532597,20.0308839065674,1,NA,NA,NA,NA,NA,NA
"SA-1459002",-5.06049898376083,1.80494143134647,11,NA,NA,NA,NA,NA,NA
"SA-1459008",5.33689907342922,24.2562010837369,12,NA,NA,NA,NA,NA,NA
"SA-1459020",8.78363362335137,24.0500742286243,12,NA,NA,NA,NA,NA,NA
"SA-1459172",7.08294482529445,29.2063175033571,12,NA,NA,NA,NA,NA,NA
"SA-1459173",-15.4182414632185,10.4367250286613,2,NA,NA,NA,NA,NA,NA
"SA-1459224",15.1654709494809,18.5808431253051,7,NA,NA,NA,NA,NA,NA
"SA-1459234",1.33302323588891,4.56921068991654,11,NA,NA,NA,NA,NA,NA
"SA-1459261",4.60889625269328,22.5644219365921,24,NA,NA,NA,NA,NA,NA
"SA-1459291",13.4212457312553,25.0564774294748,4,NA,NA,NA,NA,NA,NA
"SA-1459454",5.87791632902142,26.4234206763477,12,NA,NA,NA,NA,NA,NA
"SA-1459830",16.2643974400561,3.79614193082843,5,NA,NA,NA,NA,NA,NA
"SA-1459963",-23.9419033048069,0.331038788686972,15,NA,NA,NA,NA,NA,NA
"SA-1460110",16.2724130892559,19.157990202162,4,NA,NA,NA,NA,NA,NA
"SA-1460192",0.851684893591111,3.85417815445626,11,NA,NA,NA,NA,NA,NA
"SA-1460224",22.8593038841186,15.7617236305884,7,NA,NA,NA,NA,NA,NA
"SA-1463785",14.1092058259353,21.2650651441955,4,NA,NA,NA,NA,NA,NA
"SA-1463787",7.60634024163305,30.9883200017265,12,NA,NA,NA,NA,NA,NA
"SA-1463810",4.63603056720055,27.6903094449231,12,NA,NA,NA,NA,NA,NA
"SA-1463814",0.531014788137729,13.6906418148435,24,NA,NA,NA,NA,NA,NA
"SA-1463839",5.62102394346636,27.8604226419711,12,NA,NA,NA,NA,NA,NA
"SA-1472321",8.90526452982671,23.8952411131185,12,NA,NA,NA,NA,NA,NA
"SA-1472542",-0.324205027639479,22.3675029683839,1,NA,NA,NA,NA,NA,NA
"SA-1472548",9.39387412193837,-6.41389151850864,13,NA,NA,NA,NA,NA,NA
"SA-1472623",-0.0899607990155126,4.26073489737998,11,NA,NA,NA,NA,NA,NA
"SA-1472655",-0.544349536296841,30.3300653029465,1,NA,NA,NA,NA,NA,NA
"SA-1472702",17.4579312343737,26.8325462245146,4,NA,NA,NA,NA,NA,NA
"SA-1472734",6.7406240975595,24.0979511105513,24,NA,NA,NA,NA,NA,NA
"SA-1473468",-12.3436920556726,16.5753222993245,2,NA,NA,NA,NA,NA,NA
"SA-1478088",4.77596596818674,0.630682604168295,14,NA,NA,NA,NA,NA,NA
"SA-1480001",10.60915047761,25.2761768196834,4,NA,NA,NA,NA,NA,NA
"SA-1919584",-2.84813561958269,6.33444334083889,11,NA,NA,NA,NA,NA,NA
"SA-1919875",-1.3276115962299,5.47519945616209,11,NA,NA,NA,NA,NA,NA
"SA-1920013",0.796561187040746,5.59627415592985,11,NA,NA,NA,NA,NA,NA
"SA-1921085",6.40584319499138,6.01271461399032,14,NA,NA,NA,NA,NA,NA
"SA-1921456",0.524322559553168,4.86498596111702,11,NA,NA,NA,NA,NA,NA
"SA-1921617",6.78154665718835,3.77062068591835,14,NA,NA,NA,NA,NA,NA
"SA-1922257",6.22900159794753,5.50999739510076,14,NA,NA,NA,NA,NA,NA
"SA-1922261",5.84635729953709,6.00637969572945,14,NA,NA,NA,NA,NA,NA
"SA-1925246",6.2191207022577,29.2205456682724,12,NA,NA,NA,NA,NA,NA
"SA-1938740",17.109232968795,25.3547819416254,4,NA,NA,NA,NA,NA,NA
"SA-1939007",7.940183327027,-0.230034020307764,14,NA,NA,NA,NA,NA,NA
"SA-1939079",-9.37919802243168,12.2462991332381,2,NA,NA,NA,NA,NA,NA
"SA-1939936",12.9059118040525,21.9111916564552,4,NA,NA,NA,NA,NA,NA
"SA-1973497",1.37977008263128,-0.576018155635166,19,NA,NA,NA,NA,NA,NA
"SA-1973507",1.38314567048279,-0.482767274834686,19,NA,NA,NA,NA,NA,NA
"SA-1973509",1.46103600678742,-0.640361681929647,19,NA,NA,NA,NA,NA,NA
"SA-245650",7.95996888080066,25.4200276641756,12,NA,NA,NA,NA,NA,NA
"SA-247384",2.89318628731431,15.3282379305651,24,NA,NA,NA,NA,NA,NA
"SA-247615",10.9833422705339,1.02515882299796,13,NA,NA,NA,NA,NA,NA
"SA-247714",-5.85293796369352,5.42106443602195,11,NA,NA,NA,NA,NA,NA
"SA-25547",6.40758885545725,-3.68351870702701,19,NA,NA,NA,NA,NA,NA
"SA-3676",2.76588546829329,-2.87934793001514,19,NA,NA,NA,NA,NA,NA
"SA-419083",2.80233237826274,29.3779574523625,1,NA,NA,NA,NA,NA,NA
"SA-422830",5.4004436484339,24.2540773125377,12,NA,NA,NA,NA,NA,NA
"SA-423131",4.60215638312364,30.4204023366195,1,NA,NA,NA,NA,NA,NA
"SA-423167",6.5827576593304,13.3785695649825,29,NA,NA,NA,NA,NA,NA
"SA-423862",-24.0546046342975,-4.51086622388106,22,NA,NA,NA,NA,NA,NA
"SA-424577",5.75995986108669,22.5432008965871,24,NA,NA,NA,NA,NA,NA
"SA-424589",5.6031062650095,26.5016399948691,12,NA,NA,NA,NA,NA,NA
"SA-424763",8.07360105150386,24.9669466120219,12,NA,NA,NA,NA,NA,NA
"SA-424827",-8.43751694238247,19.1832373441386,2,NA,NA,NA,NA,NA,NA
"SA-424828",6.43415602020477,18.4410299020786,24,NA,NA,NA,NA,NA,NA
"SA-424936",-19.2366789649707,-10.3306488579248,27,NA,NA,NA,NA,NA,NA
"SA-425500",-0.162728066275836,3.09255306109167,11,NA,NA,NA,NA,NA,NA
"SA-426029",14.1365784174286,2.29283856169483,13,NA,NA,NA,NA,NA,NA
"SA-426799",15.9729284834569,3.44645356702925,5,NA,NA,NA,NA,NA,NA
"SA-427543",19.3921598191466,19.9808619059866,4,NA,NA,NA,NA,NA,NA
"SA-432137",2.62033131004789,24.4401685241798,1,NA,NA,NA,NA,NA,NA
"SA-432998",6.48295549939132,29.7796433580662,12,NA,NA,NA,NA,NA,NA
"SA-434027",0.0437673802167577,28.8518862543875,1,NA,NA,NA,NA,NA,NA
"SA-441145",18.8106203316463,13.5878420518895,7,NA,NA,NA,NA,NA,NA
"SA-63133",10.7306436046318,-5.60616256487484,13,NA,NA,NA,NA,NA,NA
"SA-792541",9.06910119964044,-2.71073425248662,13,NA,NA,NA,NA,NA,NA
"SA-792574",10.5568913517902,-5.51936754262583,13,NA,NA,NA,NA,NA,NA
"SA-792709",2.23810017900764,-3.99866037668641,19,NA,NA,NA,NA,NA,NA
"SA-792728",6.07849452154007,0.853266214948929,14,NA,NA,NA,NA,NA,NA
"SA-792987",7.93857834184523,2.64213523957761,14,NA,NA,NA,NA,NA,NA
"SA-83851",16.2623772768171,-7.59379701238424,6,NA,NA,NA,NA,NA,NA
"SA-84512",-11.4900757544677,2.75638347317367,15,NA,NA,NA,NA,NA,NA
"SA-84902",-22.1026782008613,14.0664403936118,3,NA,NA,NA,NA,NA,NA
